	id	Area	Population	Per_capita_personal_income
1344	29125	Maries, MO	0.0716591611416003	0.0588187106984258
1345	55075	Marinette, WI	0.0631193689860266	0.0535056716635628
1346	1093	Marion, AL	0.101671461385574	0.0895379154525289
1347	5089	Marion, AR	0.0616708836503285	0.0475738603099636
1348	12083	Marion, FL	0.0976880811304615	0.0717352528224458
1349	13197	Marion, GA	0.115782726315824	0.0863286369733628
1350	19125	Marion, IA	0.0666394685724483	0.0563005391388045
1351	17121	Marion, IL	0.0730004342985789	0.06074087737535
1352	18097	Marion, IN	0.0787315320362592	0.0698328670909516
1353	20115	Marion, KS	0.0504850036945119	0.039775906965842
1354	21155	Marion, KY	0.0902331632686307	0.0800164583245927
1355	29127	Marion, MO	0.0690072272741114	0.0571500995463216
1356	28091	Marion, MS	0.11258688565338	0.092489104323918
1357	39101	Marion, OH	0.0762972638445668	0.0655990173759068
1358	45067	Marion, SC	0.106393835350403	0.0864951332188995
1359	47115	Marion, TN	0.102097214790438	0.0992084513960976
1360	48315	Marion, TX	0.109278609915387	0.0775247522979637
1361	54049	Marion, WV	0.0909782253400864	0.0831996448927849
1362	45069	Marlboro, SC	0.105420613943987	0.0837162908264264
1363	26103	Marquette, MI	0.0688080382402449	0.0606590754927405
1364	55077	Marquette, WI	0.0586141927193281	0.0498368664547549
1365	1095	Marshall, AL	0.101203439153205	0.0886455648099526
1366	19127	Marshall, IA	0.0686073366352248	0.0613143714409951
1367	17123	Marshall, IL	0.0708931467732252	0.0601413560294343
1368	18099	Marshall, IN	0.0707277828651856	0.0607896212068219
1369	20117	Marshall, KS	0.0565117317808093	0.0450002029255852
1370	21157	Marshall, KY	0.0926856071394499	0.0820398063784482
1371	27089	Marshall, MN	0.0414917535216563	0.0369565781314924
1372	28093	Marshall, MS	0.0972636036939298	0.086330555653579
1373	40095	Marshall, OK	0.0395264326668257	0.0320879991820409
1374	46091	Marshall, SD	0.0430390538022336	0.0367372421620311
1375	47117	Marshall, TN	0.0848530955187263	0.0745622911133848
1376	54051	Marshall, WV	0.0799227210479123	0.0707486632014899
1377	12085	Martin, FL	0.111125163701493	0.0894363787660695
1378	18101	Martin, IN	0.0824714543069101	0.0720995657809065
1379	21159	Martin, KY	0.0846203988203877	0.0708218533152211
1380	27091	Martin, MN	0.063350977991069	0.0576436811674783
1381	37117	Martin, NC	0.105596005619825	0.0922983382991077
1382	17125	Mason, IL	0.0684182998454176	0.0569053112922077
1383	21161	Mason, KY	0.0809334944681337	0.0713098970715252
1384	26105	Mason, MI	0.0711930831519384	0.0601352861237597
1385	48319	Mason, TX	0.0157346805719256	0.00764981274380223
1386	54053	Mason, WV	0.086525919856876	0.073500821421588
1387	17127	Massac, IL	0.086712972440832	0.0760847595918749
1388	48321	Matagorda, TX	0.0765019249174696	0.0596052443411292
1389	51115	Mathews, VA	0.0950680222133022	0.086095504790442
1390	47119	Maury, TN	0.0940631135347344	0.0842165974760635
1391	40097	Mayes, OK	0.0704730678043536	0.0542796936071609
1392	21163	Meade, KY	0.084965186345785	0.0753796123474055
1393	37119	Mecklenburg, NC	0.0924936677719787	0.0765056036040822
1394	51117	Mecklenburg, VA	0.0971736326014908	0.0800408609273575
1395	26107	Mecosta, MI	0.0658850399121755	0.055550401989932
1396	39103	Medina, OH	0.0739612299885923	0.0639007434574149
1397	48325	Medina, TX	0.0167378834904672	0.00837586610265087
1398	27093	Meeker, MN	0.0579197568636901	0.0517113531439271
